epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,13531.9,1.44545,1.94477,1.31467,0.3267,0.31998,0.25535,0.166,1.27242,1.89422,1.20658,0.000866337,0.000866337,0.000866337
17,14320.7,1.4478,1.94206,1.31683,0.32166,0.32117,0.25489,0.1654,1.2762,1.89932,1.21099,0.000857426,0.000857426,0.000857426
18,15107.7,1.44675,1.93773,1.31345,0.32434,0.32175,0.25615,0.16658,1.27477,1.89395,1.20987,0.000848515,0.000848515,0.000848515
19,15902.5,1.44793,1.93836,1.31453,0.32365,0.32196,0.25694,0.16704,1.27143,1.89212,1.20888,0.000839604,0.000839604,0.000839604
20,16693.2,1.4461,1.94092,1.31535,0.32015,0.32188,0.25653,0.16629,1.27734,1.89344,1.21076,0.000830693,0.000830693,0.000830693
21,17478.4,1.4487,1.93984,1.31505,0.32617,0.32154,0.25613,0.16648,1.27817,1.89321,1.20976,0.000821782,0.000821782,0.000821782
22,18302.7,1.44208,1.93686,1.31232,0.32696,0.31987,0.25632,0.16717,1.271,1.8925,1.20785,0.000812871,0.000812871,0.000812871
23,19175.1,1.43914,1.93295,1.31008,0.32573,0.32332,0.25792,0.16829,1.26892,1.88689,1.20649,0.00080396,0.00080396,0.00080396
24,20023.4,1.43904,1.92971,1.31119,0.32642,0.3206,0.25712,0.16727,1.27654,1.88904,1.20896,0.00079505,0.00079505,0.00079505
25,20880.7,1.44059,1.93236,1.31466,0.32642,0.32146,0.25761,0.16811,1.27123,1.88752,1.20752,0.000786139,0.000786139,0.000786139
26,21694,1.43575,1.93112,1.31035,0.32744,0.32485,0.2585,0.16869,1.26907,1.88561,1.20706,0.000777228,0.000777228,0.000777228
27,22534.3,1.44115,1.92879,1.31114,0.32978,0.32368,0.26007,0.16979,1.26547,1.8839,1.20495,0.000768317,0.000768317,0.000768317
28,23418.4,1.4366,1.92445,1.30927,0.33116,0.32208,0.2605,0.16983,1.2681,1.88327,1.20578,0.000759406,0.000759406,0.000759406
29,24257.8,1.43635,1.92318,1.30911,0.33,0.32162,0.25985,0.16947,1.26935,1.8836,1.20606,0.000750495,0.000750495,0.000750495
30,25028.1,1.43121,1.91839,1.30795,0.33049,0.32156,0.25972,0.16937,1.27,1.88382,1.20597,0.000741584,0.000741584,0.000741584
31,25797.5,1.43035,1.91936,1.3072,0.32895,0.32209,0.25947,0.16929,1.26936,1.8836,1.20533,0.000732673,0.000732673,0.000732673
32,26563.2,1.4377,1.91708,1.30751,0.33105,0.32192,0.25975,0.16945,1.27001,1.8829,1.20524,0.000723762,0.000723762,0.000723762
33,27330,1.42938,1.91243,1.30389,0.32933,0.32206,0.25985,0.16938,1.26999,1.88298,1.20548,0.000714851,0.000714851,0.000714851
34,28097.2,1.4342,1.91754,1.30671,0.32839,0.3223,0.25954,0.16916,1.27027,1.88313,1.2055,0.000705941,0.000705941,0.000705941
35,28858.3,1.43196,1.91209,1.30531,0.32738,0.3219,0.25934,0.16906,1.27009,1.88314,1.20538,0.00069703,0.00069703,0.00069703
36,29622.4,1.43478,1.91993,1.30817,0.32804,0.32296,0.25969,0.16917,1.27014,1.88275,1.20551,0.000688119,0.000688119,0.000688119
37,30386.5,1.42709,1.91291,1.30463,0.32959,0.32249,0.25975,0.16908,1.27017,1.8829,1.20533,0.000679208,0.000679208,0.000679208
38,31148,1.42993,1.91514,1.30521,0.32878,0.32229,0.25976,0.16916,1.27082,1.88294,1.20574,0.000670297,0.000670297,0.000670297
39,31913,1.42222,1.90851,1.30144,0.3278,0.32271,0.25965,0.16923,1.27072,1.88272,1.20588,0.000661386,0.000661386,0.000661386
40,32675.3,1.43221,1.90763,1.30523,0.32723,0.32305,0.2596,0.16913,1.27096,1.88273,1.2059,0.000652475,0.000652475,0.000652475
41,33438.3,1.42385,1.90675,1.30143,0.32716,0.32263,0.25953,0.16913,1.27024,1.88243,1.20559,0.000643564,0.000643564,0.000643564
42,34204.3,1.42466,1.90955,1.30076,0.32777,0.32295,0.25955,0.16925,1.26993,1.88239,1.20557,0.000634653,0.000634653,0.000634653
43,34967.9,1.42221,1.90737,1.30038,0.3277,0.32303,0.25948,0.16932,1.26907,1.88243,1.20518,0.000625743,0.000625743,0.000625743
44,36025.2,1.42436,1.90617,1.30318,0.32757,0.32257,0.25963,0.16935,1.26849,1.88228,1.20503,0.000616832,0.000616832,0.000616832
45,54878.7,1.42427,1.90433,1.30159,0.32609,0.32393,0.25955,0.16931,1.26826,1.88217,1.20496,0.000607921,0.000607921,0.000607921
46,55791.4,1.42221,1.90301,1.30152,0.32534,0.32307,0.25931,0.16926,1.26809,1.88205,1.20491,0.00059901,0.00059901,0.00059901
47,56637.3,1.42159,1.89768,1.29856,0.32547,0.32309,0.25926,0.16918,1.26789,1.88209,1.2048,0.000590099,0.000590099,0.000590099
48,57412.3,1.42367,1.90318,1.30129,0.32637,0.32067,0.25906,0.16905,1.26802,1.88239,1.20489,0.000581188,0.000581188,0.000581188
49,58184.1,1.41981,1.89728,1.29905,0.32742,0.32111,0.25908,0.16905,1.26818,1.88241,1.20496,0.000572277,0.000572277,0.000572277
50,59004.4,1.41983,1.89995,1.30061,0.32748,0.32061,0.25909,0.16899,1.26832,1.88245,1.20504,0.000563366,0.000563366,0.000563366
51,59844.7,1.42158,1.89514,1.29969,0.32806,0.32073,0.25914,0.16904,1.2685,1.8824,1.20515,0.000554455,0.000554455,0.000554455
52,60634.1,1.41791,1.89576,1.29888,0.32787,0.32009,0.25941,0.16904,1.26829,1.88255,1.20502,0.000545545,0.000545545,0.000545545
53,61425.2,1.41627,1.89241,1.29711,0.32734,0.32053,0.25942,0.16915,1.26806,1.88247,1.2049,0.000536634,0.000536634,0.000536634
54,62217.7,1.417,1.89737,1.30031,0.32903,0.31987,0.25954,0.16925,1.26765,1.88229,1.20476,0.000527723,0.000527723,0.000527723
55,63011.9,1.41577,1.89204,1.2985,0.32903,0.31986,0.25961,0.16934,1.26726,1.88231,1.20461,0.000518812,0.000518812,0.000518812
56,63805.5,1.41781,1.89619,1.29921,0.33016,0.32003,0.25965,0.16941,1.26681,1.88223,1.20449,0.000509901,0.000509901,0.000509901
57,64600.3,1.41603,1.88819,1.29646,0.33104,0.31886,0.25973,0.16961,1.2663,1.88222,1.20423,0.00050099,0.00050099,0.00050099
58,65395.1,1.41916,1.89084,1.29696,0.33112,0.31892,0.25975,0.16974,1.26582,1.88209,1.20404,0.000492079,0.000492079,0.000492079
59,66196.8,1.41195,1.8901,1.29373,0.33109,0.31893,0.25981,0.16974,1.26506,1.88198,1.20373,0.000483168,0.000483168,0.000483168
60,66997.7,1.41287,1.88674,1.29524,0.33155,0.31884,0.25983,0.16984,1.26442,1.88198,1.20345,0.000474257,0.000474257,0.000474257
61,67801.5,1.41469,1.8866,1.29678,0.3305,0.31862,0.25979,0.16984,1.26386,1.88179,1.20326,0.000465347,0.000465347,0.000465347
62,68682.4,1.41083,1.88058,1.29361,0.33068,0.31831,0.25987,0.16991,1.26362,1.88169,1.20317,0.000456436,0.000456436,0.000456436
63,69597.2,1.41022,1.88503,1.29319,0.33095,0.31846,0.25986,0.16989,1.26315,1.88163,1.20294,0.000447525,0.000447525,0.000447525
64,70487.6,1.41245,1.8844,1.29409,0.33124,0.31904,0.25991,0.16999,1.26282,1.88144,1.2028,0.000438614,0.000438614,0.000438614
65,71325.7,1.40781,1.87833,1.29473,0.33125,0.31912,0.26,0.17018,1.26268,1.88121,1.20282,0.000429703,0.000429703,0.000429703
66,72259.4,1.41195,1.88152,1.29468,0.3307,0.31862,0.26008,0.17013,1.26251,1.88118,1.20271,0.000420792,0.000420792,0.000420792
67,73104.2,1.41121,1.88304,1.29312,0.33014,0.31888,0.26006,0.17017,1.26246,1.88096,1.20269,0.000411881,0.000411881,0.000411881
68,73887.2,1.40626,1.88283,1.29439,0.33006,0.31873,0.25995,0.17005,1.2624,1.88091,1.20269,0.00040297,0.00040297,0.00040297
69,74723.4,1.40772,1.87729,1.29194,0.33064,0.31919,0.26012,0.17012,1.26234,1.88078,1.20263,0.000394059,0.000394059,0.000394059
70,75593.8,1.41127,1.87629,1.29259,0.33034,0.31883,0.2601,0.1701,1.26246,1.88074,1.20268,0.000385149,0.000385149,0.000385149
71,76439.8,1.40763,1.87996,1.29237,0.33017,0.31886,0.2601,0.17009,1.26256,1.88069,1.20266,0.000376238,0.000376238,0.000376238
72,77301.1,1.40379,1.8763,1.29304,0.33195,0.31782,0.26012,0.17021,1.26287,1.88071,1.20278,0.000367327,0.000367327,0.000367327
73,78189.3,1.40439,1.88441,1.29263,0.33208,0.31817,0.26011,0.17019,1.26322,1.88069,1.2029,0.000358416,0.000358416,0.000358416
74,79070.8,1.40446,1.87353,1.29083,0.33194,0.31806,0.26013,0.17016,1.26349,1.88064,1.20294,0.000349505,0.000349505,0.000349505
75,79941.4,1.39935,1.86764,1.28886,0.33342,0.31711,0.26012,0.17018,1.26381,1.88076,1.20299,0.000340594,0.000340594,0.000340594
76,80807.3,1.40774,1.8758,1.29185,0.33226,0.31905,0.26016,0.17017,1.26384,1.88075,1.20298,0.000331683,0.000331683,0.000331683
77,81647,1.40515,1.87237,1.29155,0.33173,0.31906,0.26024,0.17021,1.26366,1.88071,1.20279,0.000322772,0.000322772,0.000322772
78,82504.6,1.40591,1.87282,1.2905,0.33268,0.31747,0.26017,0.17013,1.26351,1.88071,1.20266,0.000313861,0.000313861,0.000313861
79,83341,1.40516,1.87825,1.29225,0.33265,0.31761,0.26024,0.17017,1.26356,1.88069,1.20266,0.00030495,0.00030495,0.00030495
80,84222.2,1.4019,1.87112,1.28912,0.33228,0.31732,0.26032,0.1702,1.26357,1.8807,1.20267,0.00029604,0.00029604,0.00029604
81,85138.2,1.40471,1.8685,1.29004,0.33251,0.31755,0.26035,0.17026,1.26344,1.88057,1.20257,0.000287129,0.000287129,0.000287129
82,86102.2,1.40322,1.87148,1.29063,0.33192,0.31744,0.26038,0.17029,1.26344,1.88047,1.20249,0.000278218,0.000278218,0.000278218
83,86970.7,1.40027,1.86928,1.28809,0.33189,0.31764,0.26034,0.17041,1.2632,1.88043,1.20238,0.000269307,0.000269307,0.000269307
84,87815.2,1.40772,1.87012,1.29311,0.3324,0.31788,0.26024,0.17038,1.26295,1.88045,1.20228,0.000260396,0.000260396,0.000260396
85,88601.9,1.40171,1.85837,1.28736,0.3314,0.31954,0.26023,0.17026,1.26286,1.88061,1.2022,0.000251485,0.000251485,0.000251485
86,89392.1,1.40556,1.86299,1.29127,0.33172,0.31984,0.26028,0.1702,1.26298,1.88074,1.20218,0.000242574,0.000242574,0.000242574
87,90180.6,1.40118,1.86499,1.29064,0.33185,0.31992,0.26012,0.17018,1.26298,1.881,1.20221,0.000233663,0.000233663,0.000233663
88,90962.9,1.40281,1.86207,1.28941,0.33196,0.31981,0.25997,0.17006,1.26297,1.88124,1.20215,0.000224752,0.000224752,0.000224752
89,91747.7,1.39836,1.8607,1.28546,0.33187,0.31979,0.25995,0.16992,1.26325,1.88165,1.2022,0.000215842,0.000215842,0.000215842
90,92530.1,1.40268,1.86514,1.28977,0.33203,0.3196,0.25982,0.16997,1.2634,1.882,1.20213,0.000206931,0.000206931,0.000206931
91,93313.2,1.39784,1.85872,1.28572,0.33191,0.31932,0.25993,0.16998,1.26365,1.88202,1.20227,0.00019802,0.00019802,0.00019802
92,94055.3,1.38412,1.8784,1.30758,0.33152,0.32004,0.25971,0.1699,1.26302,1.88194,1.20213,0.000189109,0.000189109,0.000189109
93,94805.2,1.36135,1.84716,1.29579,0.33281,0.31975,0.25969,0.16999,1.26194,1.8815,1.20172,0.000180198,0.000180198,0.000180198
94,95549.7,1.35268,1.83617,1.28934,0.33379,0.3192,0.25977,0.17009,1.26081,1.88101,1.2013,0.000171287,0.000171287,0.000171287
95,96296.5,1.34907,1.83734,1.28994,0.33413,0.31846,0.25997,0.17026,1.25933,1.88042,1.20078,0.000162376,0.000162376,0.000162376
96,97046.5,1.34916,1.83155,1.28912,0.33295,0.31925,0.26018,0.17044,1.25778,1.87996,1.20007,0.000153465,0.000153465,0.000153465
97,97788.7,1.34914,1.83011,1.29107,0.3339,0.31938,0.2604,0.17064,1.25617,1.87964,1.19941,0.000144554,0.000144554,0.000144554
98,791.488,1.37883,1.87231,1.3041,0.33382,0.31806,0.26008,0.17042,1.25624,1.88033,1.19953,0.000135644,0.000135644,0.000135644
99,1528.31,1.362,1.85466,1.29611,0.33304,0.31933,0.26002,0.17038,1.25569,1.88058,1.19931,0.000126733,0.000126733,0.000126733
100,2264.07,1.35278,1.84267,1.29186,0.33223,0.32068,0.26007,0.17046,1.25501,1.8808,1.1989,0.000117822,0.000117822,0.000117822
101,2997.87,1.35417,1.84479,1.29205,0.33184,0.32025,0.26011,0.17053,1.25444,1.88082,1.19866,0.000108911,0.000108911,0.000108911
