epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,14088.7,1.72903,2.36194,1.4839,0.29294,0.25528,0.19836,0.11957,1.47258,2.1337,1.3267,0.00862772,0.00862772,0.00862772
16,14887.4,1.71596,2.35091,1.47938,0.29798,0.26188,0.20353,0.12417,1.44367,2.11144,1.31109,0.0085297,0.0085297,0.0085297
17,15683.1,1.71356,2.34416,1.48003,0.29055,0.26112,0.20388,0.12568,1.4302,2.10466,1.30615,0.00843168,0.00843168,0.00843168
18,16479.3,1.70627,2.32583,1.4702,0.30055,0.26781,0.20991,0.12953,1.40978,2.08798,1.2968,0.00833366,0.00833366,0.00833366
19,17275.3,1.70187,2.31521,1.46787,0.30033,0.27149,0.21344,0.13186,1.40659,2.07182,1.29564,0.00823564,0.00823564,0.00823564
20,18071.9,1.69024,2.31028,1.46193,0.29414,0.27611,0.21362,0.13317,1.39515,2.06245,1.28419,0.00813762,0.00813762,0.00813762
21,18870.7,1.6939,2.30289,1.46044,0.30648,0.27175,0.21553,0.13497,1.38215,2.05686,1.27987,0.0080396,0.0080396,0.0080396
22,19665.2,1.68132,2.28925,1.45441,0.30369,0.27937,0.21747,0.13593,1.38964,2.04799,1.28099,0.00794158,0.00794158,0.00794158
23,20462.8,1.67513,2.27664,1.44908,0.30588,0.28099,0.2205,0.13753,1.37833,2.0388,1.27584,0.00784356,0.00784356,0.00784356
24,21260.5,1.66587,2.27409,1.44461,0.29842,0.28445,0.22092,0.13834,1.37421,2.03187,1.27229,0.00774554,0.00774554,0.00774554
25,22061.8,1.66466,2.27249,1.44735,0.30561,0.28581,0.22346,0.14056,1.36316,2.02355,1.26823,0.00764752,0.00764752,0.00764752
26,22861,1.65618,2.25961,1.43995,0.30432,0.29146,0.22713,0.14224,1.35597,2.01235,1.2646,0.0075495,0.0075495,0.0075495
27,23658.5,1.65813,2.25435,1.43919,0.30443,0.29446,0.22805,0.14375,1.34506,2.00468,1.25796,0.00745149,0.00745149,0.00745149
28,24456.3,1.65139,2.24631,1.43657,0.30451,0.29588,0.22931,0.14464,1.34538,1.99875,1.258,0.00735347,0.00735347,0.00735347
29,25254.6,1.64896,2.2381,1.43236,0.30272,0.29515,0.22923,0.14511,1.34174,1.99533,1.25614,0.00725545,0.00725545,0.00725545
30,26056.2,1.64,2.23629,1.42996,0.30238,0.29581,0.2297,0.14589,1.33906,1.99173,1.25439,0.00715743,0.00715743,0.00715743
31,27117,1.6356,2.22269,1.42562,0.30503,0.29526,0.23072,0.14654,1.33682,1.98722,1.25193,0.00705941,0.00705941,0.00705941
32,27975.6,1.63994,2.2211,1.42598,0.30578,0.29353,0.23185,0.14729,1.33566,1.98483,1.251,0.00696139,0.00696139,0.00696139
33,28807.7,1.63007,2.21223,1.42095,0.30643,0.29494,0.23238,0.14813,1.33268,1.98353,1.24993,0.00686337,0.00686337,0.00686337
34,29621.9,1.6317,2.21603,1.42267,0.30528,0.2989,0.23345,0.14891,1.3282,1.97984,1.24793,0.00676535,0.00676535,0.00676535
35,30438.6,1.62588,2.20454,1.41745,0.30768,0.29952,0.23415,0.1495,1.32458,1.97671,1.24583,0.00666733,0.00666733,0.00666733
36,31245.7,1.62463,2.20945,1.41901,0.30849,0.29881,0.23465,0.15017,1.32293,1.97412,1.24521,0.00656931,0.00656931,0.00656931
37,32056.4,1.61631,2.19673,1.41378,0.30934,0.29817,0.23525,0.15061,1.3207,1.9713,1.24423,0.00647129,0.00647129,0.00647129
38,32902.3,1.61575,2.19641,1.4135,0.30857,0.30001,0.23578,0.15083,1.32061,1.96934,1.24391,0.00637327,0.00637327,0.00637327
39,33782.4,1.6033,2.18327,1.4058,0.30865,0.2991,0.23642,0.15127,1.3206,1.96711,1.24404,0.00627525,0.00627525,0.00627525
40,34659.9,1.61397,2.18071,1.41004,0.31034,0.29918,0.23693,0.15185,1.31849,1.96423,1.24321,0.00617723,0.00617723,0.00617723
41,35466.2,1.60216,2.17763,1.40372,0.31093,0.30067,0.23753,0.15228,1.31632,1.9624,1.24195,0.00607921,0.00607921,0.00607921
42,36312,1.60244,2.17605,1.40379,0.31127,0.30127,0.23797,0.15256,1.31481,1.96016,1.2411,0.00598119,0.00598119,0.00598119
43,37115.6,1.59632,2.16995,1.39983,0.31131,0.3025,0.23819,0.15283,1.31337,1.95858,1.24021,0.00588317,0.00588317,0.00588317
44,37938.7,1.59707,2.16695,1.40246,0.31261,0.30095,0.23836,0.15319,1.31194,1.95697,1.2393,0.00578515,0.00578515,0.00578515
45,38767.9,1.59258,2.16065,1.39907,0.31261,0.30209,0.23878,0.15348,1.31079,1.9558,1.23868,0.00568713,0.00568713,0.00568713
46,39603.3,1.58895,2.1547,1.39903,0.312,0.30271,0.23943,0.1538,1.30961,1.9545,1.23801,0.00558911,0.00558911,0.00558911
47,40437.9,1.58547,2.14849,1.39343,0.31186,0.30245,0.2397,0.15408,1.30865,1.95281,1.23761,0.00549109,0.00549109,0.00549109
48,41259.7,1.58476,2.14946,1.39428,0.31185,0.30311,0.24014,0.15428,1.30871,1.95162,1.2374,0.00539307,0.00539307,0.00539307
49,42035.2,1.57964,2.14041,1.39121,0.31316,0.3038,0.24064,0.15451,1.30832,1.95011,1.23693,0.00529505,0.00529505,0.00529505
50,42850,1.57823,2.14221,1.39079,0.31556,0.30343,0.24102,0.15468,1.30825,1.94881,1.23664,0.00519703,0.00519703,0.00519703
51,43688.1,1.57781,2.13521,1.39172,0.31584,0.30377,0.24127,0.15486,1.30784,1.94773,1.23628,0.00509901,0.00509901,0.00509901
52,44601.4,1.57252,2.13073,1.38827,0.31566,0.30459,0.24171,0.15509,1.30744,1.94646,1.2358,0.00500099,0.00500099,0.00500099
53,45603.8,1.56693,2.12353,1.38417,0.31719,0.30352,0.24209,0.15547,1.30738,1.94516,1.2355,0.00490297,0.00490297,0.00490297
54,46570.8,1.56756,2.12628,1.38608,0.31534,0.30688,0.24251,0.15575,1.30705,1.94366,1.23508,0.00480495,0.00480495,0.00480495
55,47490.4,1.56322,2.11859,1.38316,0.31537,0.3077,0.24286,0.15614,1.30669,1.94217,1.23444,0.00470693,0.00470693,0.00470693
56,48359,1.56367,2.12383,1.38224,0.31568,0.30835,0.24331,0.1564,1.30594,1.94103,1.23381,0.00460891,0.00460891,0.00460891
57,49188.1,1.55835,2.10965,1.37782,0.31506,0.30853,0.24384,0.15685,1.30464,1.93946,1.23285,0.00451089,0.00451089,0.00451089
58,49977.7,1.56203,2.10789,1.379,0.31656,0.30733,0.24435,0.15718,1.30284,1.93787,1.23184,0.00441287,0.00441287,0.00441287
59,50761.3,1.5517,2.10655,1.3737,0.31668,0.30733,0.24486,0.15755,1.30124,1.93665,1.2311,0.00431485,0.00431485,0.00431485
60,51544.4,1.55024,2.10246,1.37447,0.31773,0.3074,0.24531,0.15796,1.29976,1.93525,1.23035,0.00421683,0.00421683,0.00421683
61,52330.1,1.55007,2.09482,1.37388,0.31779,0.30766,0.24532,0.15812,1.29861,1.93377,1.2297,0.00411881,0.00411881,0.00411881
62,53114.5,1.54518,2.08943,1.37083,0.31841,0.30794,0.24561,0.15838,1.29798,1.93265,1.22917,0.00402079,0.00402079,0.00402079
63,53899.1,1.54198,2.0885,1.36854,0.31924,0.3083,0.24618,0.15872,1.29696,1.93118,1.22857,0.00392277,0.00392277,0.00392277
64,54685,1.54199,2.07928,1.36679,0.31915,0.3087,0.24654,0.15905,1.29597,1.92989,1.22795,0.00382475,0.00382475,0.00382475
65,55471.1,1.53211,2.07356,1.36653,0.31878,0.30867,0.24671,0.15919,1.29502,1.92846,1.2273,0.00372673,0.00372673,0.00372673
66,56256.3,1.53461,2.07288,1.36606,0.31948,0.30985,0.24737,0.15961,1.29429,1.92715,1.22666,0.00362871,0.00362871,0.00362871
67,57042.7,1.53162,2.07135,1.36237,0.31994,0.31007,0.24769,0.15979,1.29366,1.9258,1.22603,0.00353069,0.00353069,0.00353069
68,57826.2,1.52681,2.06859,1.36244,0.31814,0.31155,0.24803,0.16013,1.29262,1.92454,1.22538,0.00343267,0.00343267,0.00343267
69,58611.4,1.52614,2.06008,1.35794,0.31853,0.31158,0.24829,0.16048,1.29172,1.92323,1.22463,0.00333465,0.00333465,0.00333465
70,59416,1.52462,2.05738,1.35657,0.31906,0.31081,0.24864,0.16083,1.29112,1.92182,1.22405,0.00323663,0.00323663,0.00323663
71,60200.6,1.51957,2.05475,1.35487,0.32,0.31083,0.24914,0.16109,1.2902,1.92034,1.22334,0.00313861,0.00313861,0.00313861
72,60983.8,1.51578,2.0471,1.35532,0.31987,0.31324,0.24955,0.1614,1.28983,1.91892,1.22278,0.00304059,0.00304059,0.00304059
73,61768.2,1.51291,2.05346,1.35354,0.32106,0.31329,0.25,0.1617,1.28949,1.91745,1.22223,0.00294257,0.00294257,0.00294257
74,62550.6,1.5089,2.03775,1.3492,0.32229,0.31301,0.25032,0.16199,1.28845,1.91625,1.22162,0.00284455,0.00284455,0.00284455
75,63332.8,1.50368,2.02989,1.34642,0.3215,0.31491,0.25069,0.1623,1.28758,1.91493,1.22111,0.00274653,0.00274653,0.00274653
76,64116.6,1.50776,2.03544,1.34803,0.3217,0.31466,0.25103,0.16262,1.2866,1.91349,1.22052,0.00264851,0.00264851,0.00264851
77,64900.7,1.50165,2.02958,1.34425,0.32266,0.31442,0.25134,0.16291,1.28575,1.91222,1.21999,0.0025505,0.0025505,0.0025505
78,65682.3,1.50028,2.02316,1.34409,0.3218,0.316,0.25165,0.16315,1.28438,1.91096,1.21929,0.00245248,0.00245248,0.00245248
79,66466.6,1.49774,2.0282,1.3442,0.32299,0.31565,0.25208,0.16342,1.28408,1.90978,1.21901,0.00235446,0.00235446,0.00235446
80,67250.3,1.49036,2.01316,1.33919,0.32425,0.31548,0.25272,0.16374,1.28392,1.90861,1.21865,0.00225644,0.00225644,0.00225644
81,68031,1.49238,2.0076,1.33789,0.32365,0.3174,0.25325,0.16396,1.284,1.90725,1.21837,0.00215842,0.00215842,0.00215842
82,68813.5,1.48706,2.00844,1.33744,0.32474,0.31666,0.25353,0.16427,1.28308,1.90609,1.21778,0.0020604,0.0020604,0.0020604
83,69594.7,1.48033,2.00008,1.33476,0.32547,0.31623,0.25385,0.1647,1.28229,1.90482,1.2174,0.00196238,0.00196238,0.00196238
84,70378,1.48485,1.99662,1.33544,0.32534,0.31777,0.25426,0.16497,1.28118,1.90363,1.21683,0.00186436,0.00186436,0.00186436
85,71159.9,1.47432,1.98122,1.32901,0.32745,0.31785,0.2545,0.16513,1.28036,1.9027,1.21625,0.00176634,0.00176634,0.00176634
86,71945.3,1.47568,1.97989,1.33157,0.32803,0.31714,0.25463,0.16544,1.27935,1.90159,1.21568,0.00166832,0.00166832,0.00166832
87,72728.9,1.46964,1.97768,1.3291,0.32886,0.31652,0.25501,0.16561,1.27823,1.90083,1.21511,0.0015703,0.0015703,0.0015703
88,73510.5,1.46885,1.97169,1.32693,0.32966,0.31581,0.25532,0.16588,1.27759,1.89992,1.21463,0.00147228,0.00147228,0.00147228
89,74293,1.46113,1.96652,1.32089,0.32817,0.31699,0.25579,0.16619,1.27706,1.89908,1.21412,0.00137426,0.00137426,0.00137426
90,75075.1,1.46151,1.96649,1.32477,0.32803,0.31651,0.2561,0.16654,1.2759,1.89776,1.21346,0.00127624,0.00127624,0.00127624
91,75856.5,1.45352,1.95426,1.31777,0.32716,0.31831,0.2563,0.16684,1.2745,1.89655,1.21278,0.00117822,0.00117822,0.00117822
92,76601,1.41194,1.94939,1.32771,0.32846,0.31796,0.25668,0.16717,1.27237,1.89561,1.21186,0.0010802,0.0010802,0.0010802
93,77346.9,1.39388,1.91843,1.31681,0.3297,0.31775,0.25711,0.16755,1.2706,1.89436,1.21104,0.000982178,0.000982178,0.000982178
94,78090.9,1.38085,1.90109,1.30836,0.32915,0.31938,0.25781,0.16805,1.26899,1.8931,1.21024,0.000884158,0.000884158,0.000884158
95,78837.6,1.37498,1.8988,1.30769,0.33026,0.31971,0.2584,0.16859,1.26735,1.89205,1.20941,0.000786139,0.000786139,0.000786139
96,79583,1.37248,1.88924,1.30561,0.33138,0.31996,0.25933,0.16912,1.26582,1.89072,1.20857,0.000688119,0.000688119,0.000688119
97,80331.1,1.36763,1.88256,1.30427,0.33217,0.32039,0.25971,0.16944,1.26465,1.88957,1.20791,0.000590099,0.000590099,0.000590099
98,81078.1,1.36118,1.87471,1.30009,0.33186,0.32064,0.26004,0.16982,1.26358,1.88862,1.2073,0.000492079,0.000492079,0.000492079
99,81826.7,1.35466,1.86538,1.29689,0.33219,0.32113,0.26056,0.17025,1.26256,1.8875,1.20677,0.000394059,0.000394059,0.000394059
100,82670.9,1.35436,1.86231,1.29897,0.33274,0.32215,0.26119,0.1707,1.26128,1.88625,1.2061,0.00029604,0.00029604,0.00029604
101,83554.8,1.34985,1.85798,1.29442,0.33256,0.32294,0.2616,0.17109,1.25968,1.88509,1.20524,0.00019802,0.00019802,0.00019802
